,STOCK,Datetime,Tweet Id,Text,Reply Count,Like Count,Quote Count,View Count,Vibe,Retweet Count,Conversation Id
106,GOOGL,2023-05-18 13:10:06+00:00,1659184588411789314,"@Burpishoo Hmm. Just to confirm, have you already tried recovering your account using the steps here: https://t.co/5DgrZkT83a? Additionally, these tips might help: https://t.co/vQSZijYFh6. If you still have questions, let us know.",1,0,0,49.0,,0,1659171498463211521
107,GOOGL,2023-05-18 12:43:51+00:00,1659177982026457088,"@Burpishoo Hi Isha, can you confirm if you are still able to access your account? Keep us posted.",3,0,0,195.0,,0,1659171498463211521
108,GOOGL,2023-05-18 12:10:16+00:00,1659169531321888771,"@Avinash52040593 Hmm. You can skip that step using ""Try another way"" but we suggest answering all questions as best as you can. Keep us posted.",1,0,0,26.0,,0,1641851631820996616
109,GOOGL,2023-05-18 11:59:25+00:00,1659166798120464384,@osaka_0905963 ご返信ありがとうございます。解決して安心しました。また、Google One でお困りのことがありましたら、お気軽に当アカウントまでツイートでお知らせください。,1,0,0,35.0,,0,1658298518711459841
110,GOOGL,2023-05-18 11:58:48+00:00,1659166645405855747,@ShivamRai8787 Hi Shivam. Let's see what we can do to help. Look out for a DM with next steps.,2,0,0,18.0,,0,1659158880541351936
111,GOOGL,2023-05-18 11:22:05+00:00,1659157404565610496,@kaamir00007 Hi Aamir. Try these tips if you're having issues with 2-Step Verification: https://t.co/QBOhSJTMiS. Keep us posted.,1,0,0,31.0,,0,1659153893857857536
112,GOOGL,2023-05-18 11:17:54+00:00,1659156350717370368,"@kallam_naga Hi Kallam. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",3,0,0,37.0,,0,1659152278836891650
113,GOOGL,2023-05-18 10:53:43+00:00,1659150264991993858,@brownishunicorn Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,4,0,0,24.0,,0,1659145090483523584
114,GOOGL,2023-05-18 10:45:58+00:00,1659148314011475969,"@arson7st Hi there. We'd love to help you learn more about Google Meet! Please visit this article to learn more about Google Meet: https://t.co/Dovk0MPqNZ.  As always, you can also ask a question in our Meet Community Forum too! https://t.co/ayVq8la2Bx.",0,0,0,40.0,,0,1659140422487392258
115,GOOGL,2023-05-18 10:07:55+00:00,1659138739744931841,"@KINGKOHLIANDMSD Hi Madhu. You can skip that step using ""Try another way"" but we suggest answering all questions as best as you can. Keep us posted.",0,0,0,16.0,,0,1659132218675978241
116,GOOGL,2023-05-18 08:49:59+00:00,1659119127938711553,@SHARMIN58557651 Hi Sharmin. Let's see what we can do to help. Look out for a DM with next steps.,0,0,0,29.0,,0,1659113883666116608
117,GOOGL,2023-05-18 08:33:25+00:00,1659114957894569984,@RajRaus54164945 Hi Raj. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,1,0,0,34.0,,0,1659108041608900610
118,GOOGL,2023-05-18 08:00:21+00:00,1659106637347540992,"@TejaRocky3 Hi there. To sign in and reset your password, follow the steps at https://t.co/5DgrZkT83a. If you are unable to sign in, these tips may help: https://t.co/vQSZijYFh6. Learn how to set strong, secure passwords here: https://t.co/g7QByQhrAn. Let us know.",2,0,0,27.0,,0,1659103924069048321
119,GOOGL,2023-05-18 07:20:04+00:00,1659096500398432257,@TeamYouTube110 Hi there. Let's see what we can do to help. Look out for a DM with next steps.,0,0,0,147.0,,0,1659088800482459650
120,GOOGL,2023-05-18 07:17:20+00:00,1659095809680371712,"@hamzaychati Hi Hamza, have you already tried recovering your Google account using the steps here: https://t.co/5DgrZkT83a? Additionally, these tips might help: https://t.co/vQSZijYFh6. If you still have questions, let us know.",0,1,0,29.0,,0,1659085727689322505
121,GOOGL,2023-05-18 07:13:55+00:00,1659094949265039360,"@Heather36165363 Hi Heather, have you already tried recovering your Google account using the steps here: https://t.co/5DgrZkT83a? Additionally, these tips might help: https://t.co/vQSZijYFh6. If you still have questions, let us know.",0,0,0,18.0,,0,1659085272292765696
122,GOOGL,2023-05-18 04:12:37+00:00,1659049324200730627,"@Udbdjdjf165606 Hi there. Are you getting a specific error message? Without revealing your email address, tell us more about what's going on with your account. We'll see what we can do to help.",2,0,0,156.0,,0,1659042512214847488
